# Ctrk(N)	Ctrk(Sump)	Ecal(SumE)	Hcal(SumE)
# vim: noet
15		37.7		37		14.1
17		39.2		66.8		9.9
46		64.6		53.		13.
8		33.3		67.5		13.3
36		45.3		53.2		7.7
41		59.9		53.2		13.8
9		21.9		65.2		8.8
16		55.9		50.4		24.3
30		38.1		68.3		13.8
22		34.4		75.5		6.2
36		51.2		62.3		5.5
23		63.1		56.0		17.2
23		59		60.6		8.5
26		62.2		67.2		20.4
30		43.3		71.7		4.3
40		47.8		61.4		5.7
19		67.9		52.1		10.6
14		52.1		61		4.4
29		82.6		53.8		16.4

