# Ctrk(N)	Ctrk(Sump)	Ecal(SumE)	Hcal(SumE)
# vim: noet
2		50.9		82.6		0
2		91.9		90.0	    	0
3		82.5		92.3	    	0
2		80.9		86.8	    	0
2		38.1		89.5	    	0
2		83.8		87.5	    	0
2		87.4		93.2		0
2		69.3		90.7		0
2		86.1		89.4		0.5
2		90.3		90.6		0
2		92.1		88.5		.5
3		81.7		91.6		0
2		89.6		92.5		0
2		61.1		89.2		0
3		88.4		89.1		0
2		90.9		90.5		.3
2		64.6		88.8		0
2		96.5		96.2		0
2		93		90.8		0
2		94.1		89.2		0
